weapon,type,别名,外文名,相关型号,速度参数,范围参数,尺寸参数,质量参数,数量参数,级别参数,时间,国家,相关的人与机构,作用,现状,相关地点,特点,装备
H-53E“超级种马/海龙”重型多功能直升机,舰载飞机,,英文名:H-53E Super Stallion;,,飞行速度:亚音速;,,,,,,服役时间:1981年;首飞时间:1974年3月1日;,,研发单位:西科斯基公司;,,,,,气动布局:单旋翼;
SH-60“海鹰”直升机,舰载飞机,,外文名:SH-60Seahawk;,前型:西科斯基S-70B;,最大飞行速度:233千米每小时;飞行速度:亚音速;,最大航程:272千米;,机高:3.79米;机长:5.87米;旋翼直径:16.36米;,"空重:6,190千克;",,,服役:1984年;,,,,,,,
A3D/A-3“空中战士”舰载重型攻击／轰炸机,舰载飞机,,英文名称:A-3;,次型/级:A-3攻击机;前型/级:A3D-2;,最大飞行速度:982千米每小时;,"最大航程:3,220千米;",机高:6.99米;翼展:22.1米;机长:21.1米;,,乘员:3人;,,服役时间:1953年;研制时间:1950年;定型时间:1953年;首飞时间:1952年10月28日;,国家:美国;,生产单位:道格拉斯公司;,,,,,气动布局:后掠翼;发动机:两台普-惠J57-P-10发动机;
直-8舰载运输直升机,舰载飞机,,外文名称:Changhe Z-8;,次型/级:直-9;前型/级:直-7;,,,,,,,服役时间:1989年;研制时间:1976年至1989年;定型时间:1994年8月;首飞时间:1985年12月11日;,所属国家:中国;,设计单位:中国直升机设计研究所和昌河机械厂;,,,,,
F4U/FG-1“海盗”战斗机,舰载飞机,,外文名:F4U Corsair;,,飞行速度:最大飞行速度717.75km/h;,最大航程:2510.5千米;,机高:4.90米;翼展:12.5米;机长:10.3米;,空重:4175.3千克;最大起飞重量:6654.2千克;,乘员:1人;,,服役时间:1942年9月;定型时间:1939年;研发日期:1938年;,国家:美国;,研发单位:美国沃特公司;,,,,,发动机:一台帕拉特-惠特尼双黄蜂发动机18缸星型发动机;
O2U“海盗”舰载侦察机,舰载飞机,,,,最大飞行速度:237千米/小时;飞行速度:亚音速;,最大航程:980千米;,机高:3.08米;机长:7.47米;,空重:1062千克;最大起飞重量:1766千克;,乘员:2人;,,服役时间:1927年;,,研发单位:美国沃特公司（Vought）;,,,,,气动布局:平直翼;发动机:普-惠R-1340-88“黄蜂”发动机;发动机数量:1.0;
TBF/TBM“复仇者”舰载鱼雷轰炸机,舰载飞机,,外文名:TBF Avenger;,,最大飞行速度:430千米每小时;,"最大航程:1,819千米;",机高:5米;翼展:16.51米;机长:12.19米;,空重:9吨;,乘员:3人;,,,,,,,,,气动布局:平直翼;
格鲁曼F4F野猫舰载战斗机,舰载飞机,,英文名称:Wildcat;,前型/级:XF4F-2;,最大飞行速度:515千米每小时;飞行速度:亚音速;,"最大航程:1,239千米;",翼展:11.58米;机高:3.45米;机长:8.76米;,"空重:2,674千克;最大起飞重量:3,604千克;",乘员:1人;,,服役时间:1940年12月;研制时间:1936-1940年;退役时间:1945年;,,生产单位:格鲁曼飞机制造厂;,,,,,气动布局:平直翼;发动机:普-惠R-1830-86“双黄蜂”发动机;发动机数量:单发;武器装备:六挺勃朗宁机枪和91千克炸弹;
F6F“泼妇”舰载战斗机,舰载飞机,别称:悍妇、泼妇;,外文名:F6F fighter;,前型/级:F4F战斗机;,,,,,,,服役时间:1943年9月;退役时间:1954年;研发日期:1938年;首飞时间:1942年6月26日;,国家:美国;,研发单位:美国格鲁曼公司;,,,,,
F8U/F-8“十字军战士”舰载超音速战斗机,舰载飞机,,外文名:Vought F-8 Crusader;,次型/级:A-7攻击机;,,,,,,,服役时间:1957年3月;定型时间:1955年3月;研发日期:1953年5月;,国家:美国;,研发单位:钱斯·沃特公司;,,,,,
F7U“弯刀”舰载战斗机,舰载飞机,,,,飞行速度:            亚音速          ;,,,,,,退役时间:            1959年          ;首飞时间:            1948年9月29日          ;,,生产单位:            钱斯沃特公司          ;,,,,,气动布局:            后掠翼          ;发动机数量:            双发          ;
FJ/F-1“狂怒”舰载战斗机,舰载飞机,,,,飞行速度:            亚音速          ;,,,,,,首飞时间:            1946年11月27日（XFJ-1）          ;,,研发单位:            北美航空公司          ;,,,,,气动布局:            平直翼          ;发动机数量:            单发          ;
SBD“无畏式”舰上俯冲轰炸机,舰载飞机,,外文名:SBD Dauntless;,,,,,,,,,,,,,,,
AJ/A-2“野人”舰载轰炸机,舰载飞机,别名:            萨维奇攻击机          ;,外文名:            AJ/A-2Savage          ;,,最大飞行速度:            760千米每小时          ;飞行速度:            亚音速          ;,"最大航程:            3,960千米          ;",机高:            6.23米          ;翼展:            22.9米          ;机长:            19.46米          ;,"空重:            13,246千克          ;最大起飞重量:            23,978千克          ;",乘员:            3人          ;,,服役时间:            1949年9月13日          ;首飞时间:            1948年7月3日          ;,,研发单位:            北美航空          ;,,,,,气动布局:            平直翼          ;发动机:            两台普-惠R-2800-44W星形发动机，一台阿里逊J33-A-10涡轮喷气式发动机          ;发动机数量:            双发          ;
F/A-18A-D“大黄蜂”舰载多用途战斗/攻击机,舰载飞机,,外文名:F/A-18 STRIKE FIGHTER;,前型/级:F-14战斗机（用途）;,,,,,乘员:2人;建造数量:1458架以上;,,服役时间:1983年1月7日;研发日期:1974年;首飞时间:1974年6月9日;,国家:美国;,研发单位:麦道公司（现波音公司）;,,,,,
FD/FH“鬼怪”舰载战斗机,舰载飞机,,英文名称:FH-1 Fighter;,次型/级:F-2战斗机;机型:舰载喷气式战斗机;前型/级:首型;,最大飞行速度:766千米每小时;,"最大航程:1,580千米;",机高:4.32米;翼展:12.42米;机长:11.85米;,,乘员:1人;建造数量:62架;,,服役时间:1947年;研制时间:1943年-1945年;定型时间:1945年1月26日;,国家:美国;,研制单位:麦克唐纳飞机公司;,,服役情况:退役;,,,气动布局:后掠翼;
S2F/S-2“追踪者”舰载反潜机,舰载飞机,,,,飞行速度:            亚音速          ;,,,,,,退役时间:            1967年          ;首飞时间:            1952年12月4日          ;,,,,,,,气动布局:            平直翼          ;发动机数量:            双发          ;
EA-6A/B“徘徊者”舰载电子战飞机,舰载飞机,,,,最大飞行速度:958.0千米/小时;飞行速度:亚音速;,最大航程:1770.0千米;,机高:4.95米;机长:18.24米;,空重:14320.0千克;最大起飞重量:29895.0千克;,乘员:4.0人;,,服役时间:1971年1月;,,生产单位:格鲁曼公司;,,,,,气动布局:平直翼;发动机:两台普-惠J52-P-408发动机;发动机数量:2;
F11F-1/F-11A“虎”舰载单座战斗机,舰载飞机,别称:F11F（虎）;,外文名:F-11 Fighter;,前型/级:F9F战斗机-6/7“美洲狮”（Cougar）;,最大飞行速度:836千米/小时;飞行速度:580英里/时;,最大航程:1828.214784千米;,机高:4.41198米;机长:14.054328米;,空重:7464.7696331千克;最大起飞重量:11832.4105638千克;,乘员:1人;,,服役时间:1961年;退役时间:1961年;研发日期:1952年;首飞时间:1957年;,国家:美国;,研发单位:美国格鲁曼公司;,,,,,发动机推力:10500磅;发动机:9600通用电气YJ79-GE-3引擎;武器配置:四门20毫米机炮四个翼下挂架可挂四枚AIM-9“响尾蛇”红外制导空-空导弹或 两枚AIM-9“响尾蛇”导弹和两个150加仑副油箱。;发动机数量:1;
F-14“雄猫”空优舰载战斗机,舰载飞机,别称:海上雄猫;,外文名:F-14 fighter;,次型/级:F-35战斗机C型;机型:舰载战斗机;前型/级:F-105轰炸机和F-4战斗机;,,,机高:4.88米;翼展:19.54米;机长:19.10米;,空重:18191千克;最大起飞重量:6577千克;,乘员:2人;,,服役时间:1974年;退役时间:2006年;首飞时间:1970年12月21日;,国家:美国;,研发单位:美国格鲁门公司;,,,,,
苏-33舰载战斗机,舰载飞机,,,,,航程:3000公里;,车型尺寸:21.94米*14.7米*5.93米;,空重:18.4吨;,,,,,生产厂商:苏霍伊设计局;,,,,,
中国湖州级鱼雷快艇,快艇,,,,航速:30节;,续航距离:900;,长度:21.8米;吃水:3.6米;型宽:6.3米;,满载排水量:46吨;标准排水量:39吨;,编制:11人;,级别:湖州级;,,国家:中国;,,,,,,
XSR型高速拦截艇,快艇,,,,,,,,,,,国家:英国;,,,,,,
S-10再生式氧气呼吸系统潜承装备,辅助设备,,,,,,,,,,,,,,,,,
拖曳阵列声纳,辅助设备,,,,,,,,,,,,,,,,,
AIP系统,辅助设备,简称:AIP;,外文名:Air Independence Power;,,,潜水深度:中等;,,,,,,,,,,,,
泵喷推进器,辅助设备,,外文名:PumpJetThruster;,,,,,,,,出现时间:上世纪80年代;,,,,,,,
中国R0110重型燃气轮机,辅助设备,,英文名:China R0110 heavy-duty gas turbine;,,,,,,,,验收时间:2008年12月28日;,,,,,,,
舰艇声纳,辅助设备,又名:舰载声纳;,,,,,,,,,,,,,,,,
舰艇导航设备,辅助设备,,,,,,,,,,,,,作用:为舰艇提供舰位水平等基准等数据;,,,,
潜艇压载水舱,辅助设备,,,,,,,,,,,,,,,,,
潜艇指挥台,辅助设备,,,,,,,,,,,,,,,,,
潜艇水平升降舵,辅助设备,,,,,,,,,,,,,,,,,
潜艇潜浮系统,辅助设备,,,,,,,,,,,,,,,,,
潜艇耐压壳体,辅助设备,,,,,,,,,,,,,,,,特点:强度高;性质:名词;,
汽油机—电池动力潜艇,辅助设备,,,,,,,,,,,,,,,,,
潜艇非耐压艇体,辅助设备,,,,,,,,,,,,,,,,,
消声瓦,辅助设备,,,,,,,,,,,,,目的:减少U型潜艇的损失数量;,,,,
潜艇服,辅助设备,,外文名:Title;,,,,,,,,,,,,,,,
闭式循环汽轮相系统,辅助设备,,外文名:MESMA/IP;,,,,,,,,,,,,,,,
潜艇救生器,辅助设备,,,,,作业深度:一般小于300M;,,,,,,,,,,,,
激光水雷探测系统,辅助设备,,,,,,,,,,,,,,,,,
意大利“路易吉·艾瑙迪”级通用两栖攻击舰,两栖攻击舰,,,,航速:28节;,,长度:220米;吃水:6.6米;型宽:39米;,满载排水量:22500吨;,编制:773人;,级别:“路易吉·艾瑙迪”级;,,国家:意大利;,,,,,,舰载机:８架ＡＶ－８Ｂ“鹞”Ⅱ型垂直／短距起降飞机，１２架ＥＨ１０１型直升机。;
西北风级两栖攻击舰,两栖攻击舰,,外文名:Misal-class LHD;,前型:闪电级船坞登陆舰;,,,,,,,服役:2005年;,,,,,,,
塔拉瓦级两栖攻击舰,两栖攻击舰,,英文名称:LHA-1 Tarawa class;,次型/级:黄蜂级两栖攻击舰;,,,,,,,服役时间:1976年;研制时间:1969年;,国家:美国;,,,,,,
美国“塔拉瓦”号两栖攻击舰,两栖攻击舰,,外文名:Tarawa Amphibious Assault Ship;,,,,长:254.2米;,,,,服役时间:1976年5月29日;,,,,,,,
海洋号两栖攻击舰,两栖攻击舰,,外文名:HMS Ocean;,,,,,,,,服役:1998年9月30日;,,,,,,,
独岛号两栖攻击舰,两栖攻击舰,,外文名:??? ?????;,,,,,,,,服役:2007年07月03日;,,,,,,,
独岛级,两栖攻击舰,,外文名:??? ?????;,,,,,,,,服役:2007年07月03日;,,,,,,,
HSU-001无人水下潜航器,无人舰艇,别名:机器人潜艇;,英文名:HSU001;,,,,舰宽:2米左右;舰长:约15英尺/4.57米;,重量:5-7吨;,,,续航时间:48-72小时;,国家:中国;,研制单位:哈尔滨工程大学;,主要作用:侦察、警戒、收集情报;,,,特点:无人作战体系;,
水下滑翔器[美国科学家研制],无人舰艇,,外文名:Underwater Glider;,,,,,,,,,,,,,,,
蓝鳍金枪鱼-21型自主式水下航行器,无人舰艇,,英文名:Bluefin－21;,,,,,,,,,,,,,,,
Saab-32“矛”式战机,战斗机,,英文名称:Saab-32;,,,,,,,,服役时间:1956年;研制时间:1949年;首飞时间:1952年11月3日;,国家:瑞典;,研制单位:瑞典萨伯一斯堪尼亚公司;,,,,,
歼-11BS双座战斗机,战斗机,,外文名称:J11;,次型/级:歼11B;,,,,,,,服役时间:1998年;首飞时间:1998年;,所属国家:中国;,生产单位:沈阳飞机公司;设计单位:苏霍伊设计局;,,,,,
F-87,战斗机,,外文名:Curtiss-Wright XF-87 Blackhawk;,,最大速度:965千米/时;,,,空重:11762千克;,建造数量:2;,,首飞时间:1948年3月1日;,,主要使用者:美国空军;制造商:Curtiss-Wright;,,,,,武器装备:四门 20毫米机炮;
拉-5,战斗机,,英文名称:Lavochkin La-5;,次型/级:拉沃契金 拉-7（Lavochkin La-7）;前型/级:拉沃契金 拉格-3（Lavochkin LaGG-3）;,,,,,建造数量:9920架;,,服役时间:1942年7月;研制时间:1942年;定型时间:1942年5月;,国家:前苏联;,设计师:谢明·阿列克塞耶维奇·拉沃契金;,,,,,
米格-21,战斗机,,,,"最大飞行速度:2,230千米每小时;飞行速度:超音速;","最大航程:1,300千米;",机高:4.13米;翼展:7.15米;机长:15.4米;,"空重:5,900千克;最大起飞重量:9,600千克;",乘员:2人;,,服役时间:1958年;首飞时间:1956年6月14日;,,生产单位:米高扬设计局;,,,,,气动布局:三角面;发动机:1台RF13-300（P25）涡轮喷气发动机;发动机数量:单发;
伊-16战斗机,战斗机,,,,最大飞行速度:440千米每小时;飞行速度:亚音速;,最大航程:810千米;,机高:2.6米;翼展:9米;机长:6.1米;,"空重:1,350千克;最大起飞重量:1,715千克;",乘员:1人;,,服役时间:1934年;首飞时间:1933年;,,研发单位:玻利卡尔波夫计局;,,,,,气动布局:平直翼;发动机:M-25发动机;发动机数量:单发;
Ki-60,战斗机,,,,最大飞行速度:560千米每小时;飞行速度:亚音速;,,,"空重:2,150千克;最大起飞重量:2,750千克;",乘员:1人;,,首飞时间:1941年3月;,,,,,,,气动布局:平直翼;发动机:标称1100马力 德国DB601A V型液冷12缸发动机 ×1;发动机数量:单发;
Ki-44钟馗/2式,战斗机,,外文名:Tojo;,,飞行速度:表速IAS 520km/H;,,,,,,服役时间:1941年11月;首飞时间:1940年8月;,,生产单位:日本中岛飞机公司;,,,,,发动机数量:单发;
F-15J,战斗机,,,,"最大飞行速度:3,062.5千米每小时;飞行速度:亚音速;","最大航程:4,600千米;",机高:5.6米;翼展:13.1米;机长:19.4米;,"空重:12,000千克;最大起飞重量:3,000千克;",乘员:1人;,,服役时间:1981年12月7日;首飞时间:1980年6月4日;,,生产单位:三菱重工业;,,,,,气动布局:后掠翼;发动机:2台F100-PW/IHI-100（10600千克×2）;发动机数量:双发;
A6M,战斗机,,,,,,,,,,,,生产商:日本三菱公司;,,,,,
BF2C,战斗机,,,,最大飞行速度:362千米每小时;飞行速度:亚音速;,"最大航程:1,167千米;",机高:3.03米;翼展:9.6米;机长:7.41米;,"空重:1,509千克;最大起飞重量:2,065千克;",乘员:1人;,,服役时间:1933年;退役时间:1949年;,,生产单位:寇蒂斯飞机及发动机公司;,,,,,气动布局:双翼;发动机:怀特R-1820-04 "旋风式" 气冷活塞发动机，每个 770匹马力（574千瓦）;发动机数量:单发;
Ki-100/五式,战斗机,,,,最大飞行速度:580千米每小时;,"最大航程:2,200千米;",机高:3.75米;翼展:12米;机长:8.82米;,"空重:2,525千克;最大起飞重量:3,495千克;",乘员:1人;,,,,研发单位:川崎重工;,,,,,气动布局:平直翼;发动机:标称1350马力    三菱4式（HA112-2）复列星型气冷14缸发动机;发动机数量:单发;
米格-29“支点”战斗机,战斗机,,外文名:MIG-29;,,,,,,,,服役时间:1983 年初;首飞时间:1977 年10月6日;,,研制单位:米高扬飞机设计局;制造厂商:高尔基等多家飞机制造厂;,,,,,
共和43“长矛”战斗机,战斗机,,,,最大飞行速度:573.0千米/小时;飞行速度:亚音速;,最大航程:1050.0千米;,机高:4.27米;机长:8.69米;,空重:2720.0千克;最大起飞重量:3847.0千克;,乘员:1.0人;,,退役时间:1944.0;,,生产单位:共和飞机制造公司;,,,,,气动布局:平直翼;发动机:普-惠R-1830-57“双黄蜂”发动机;发动机数量:1;
NA-50/-68和P-64教练战斗机,战斗机,,,,最大飞行速度:435.0千米/小时;飞行速度:亚音速;,最大航程:1014.0千米;,机高:2.74米;机长:8.23米;,空重:2114.0千克;最大起飞重量:2717.0千克;,乘员:1.0人;,,退役时间:1950.0;,,研发单位:北美航空公司;,,,,,气动布局:平直翼;发动机:莱特R-1820-77“旋风”9发动机;发动机数量:1;
格鲁曼FF/SF战斗机,战斗机,,,,最大飞行速度:333.0千米/小时;飞行速度:亚音速;,最大航程:1480.0千米;,机高:3.4米;机长:7.47米;,空重:1500.0千克;最大起飞重量:2190.0千克;,乘员:2.0人;,,服役时间:1933年;退役时间:1940.0;,,生产单位:格鲁曼公司;研发单位:格鲁曼公司;,,,,,气动布局:平直翼;发动机:莱特R-1820-78“旋风”发动机;发动机数量:1;
F-106“三角标枪”,战斗机,,,,飞行速度:亚音速;,,,,,,服役时间:1959年6月;退役时间:1988年;首飞时间:1956年12月26日;,所属国家:美国;,研制机构:康维尔飞机公司;,,,,,气动布局:三角面;发动机数量:单发;
F-51D“野马”MK2,战斗机,,,,最大飞行速度:731.0千米/小时;飞行速度:亚音速;,最大航程:3200.0千米;,机高:4.51米;机长:9.81米;,空重:3466.0千克;最大起飞重量:4762.0千克;,乘员:1.0人;,,退役时间:1984.0;,,生产单位:佛罗里达航空股份有限公司;,,,,,气动布局:平直翼;发动机:“灰背隼”620发动机;发动机数量:1;
F-105“雷公”战斗轰炸机,战斗机,别名:F-105“雷公”战斗轰炸机;,外文名:Thunderchief;,,,,,,,,退役时间:1984年;,研制国家:美国;,研制单位:美国共和公司/费尔柴尔德公司;,,,,,
P-51B/C“野马”,战斗机,,,,最大飞行速度:702.0千米/小时;飞行速度:亚音速;,最大航程:640.0千米;,机高:4.16米;机长:9.83米;,空重:3166.0千克;最大起飞重量:5352.0千克;,乘员:1.0人;,,服役时间:1943年12月;,,研发单位:北美航空公司;,,,,,气动布局:平直翼;发动机:帕卡德V-1650-3发动机;发动机数量:1;
F-15A-D“鹰”第三代制空战斗机,战斗机,外号:美利坚之鹰;,外文名:F-15 Eagle Fighter;,次型/级:F-22战斗机;前型/级:F-4战斗机;,"最大平飞速度:3,062.5千米/小时;",,,"空重:12,973千克;",,,服役时间:1976年1月9日;首飞时间:1972年7月27日;,国家:美国;,"生产商:1,200千米;",,,,,
波音F4B-1战斗机,战斗机,,,,最大飞行速度:304.0千米/小时;飞行速度:亚音速;,最大航程:869.0千米;,机高:2.74米;机长:6.17米;,空重:907.0千克;最大起飞重量:1220.0千克;,乘员:1.0人;,,,国家:美国;,生产单位:波音公司;,,,,,气动布局:双翼;发动机:一台普-惠R-1340-17“黄蜂”发动机;发动机数量:1;
F-117“夜鹰”隐身战斗轰炸机,战斗机,代号:Nighthawk;别称:夜鹰;,外文名:F-117A Attack aircraft;,机型:隐身攻击机;,最大飞行速度:1111千米/小时;,最大航程:1720千米;,机高:3.78米;翼展:13.2米;机长:20.09米;,空重:13380千克;最大起飞重量:23815千克;,乘员:1人;建造数量:54架;,,服役时间:1983年10月;退役时间:2008年4月22日;研发日期:1973年;首飞时间:1981年6月18日;,国家:美国;,生产单位:洛克希德公司;,,,,,武器配置:AGM-65“小牛”空对地导弹、AGM-88“哈姆”反辐射导弹、GBU-10炸弹、GBU-27激光制导炸弹、BLU-109B激光制导炸弹、B61自由落体核炸弹;
F4D/F-6“天光”舰载战斗机,战斗机,,,,最大飞行速度:1112.0千米/小时;飞行速度:超音速;,最大航程:1920.0千米;,机高:3.96米;机长:13.9米;,空重:7250.0千克;最大起飞重量:11340.0千克;,乘员:1.0人;,,服役时间:1956年4月;,,生产单位:美国道格拉斯飞机公司;,,,,,气动布局:三角面;发动机:一台普-惠J57-P-8发动机;发动机数量:1;
