weapon,abstract
歼-5战斗机,"
	歼-5（英文：Shenyang J-5或F-5，北约代号：Fresco，译文：壁画）战斗机，是中国沈阳国营112厂（现称：中航工业集团沈阳飞机工业公司）在20世纪50年代仿制的单座单发第一代战斗机，是中国制造并装备空军的的第一种高亚音速喷气战斗机。歼-5参照苏联米格-17φ（米格-17F）型战斗机研制，采用机头进气的后掠式中单翼机气动布局。歼-5飞机全金属结构，体积小，重量轻、低空机动性能好，装配中国仿制“涡喷-5”型发动机
。歼-5研制从1954年10月开始，1956年7月13日全部采用中国自制零件的第一架歼-5完成总装。1956年7月19日，歼-5原型机由试飞员吴克明驾驶首次试飞成功。歼-5自1956年9月正式投入批生产，到1959年5月停产，共生产767架。后来在歼-5的基础上，成都飞机厂研制歼-5甲和歼教-5飞机，分别于1964年11月和1966年试飞成功
。歼-5的研制装备，标志着中国成为当时世界上能够成批生产喷气战斗机的少数几个国家之一。	"
米格-15战斗机,"
	米格-15战斗机（俄语：Микоян МиГ-15，英语：Mikoyan MiG-15，北约代号“柴捆，Faggot），是苏联米高扬设计局设计著名的第一代喷气式战斗机。据统计，米格-15各型机总产量超过18000架，曾装备苏联、波兰、捷克斯洛伐克、中国、保加利亚、埃及、阿尔及利亚等38个国家，是苏联制造数量最多的一型喷气式战斗机
。米格-15战斗机，在20世纪50年代初的朝鲜战争中，首次大规模投入空战，显示了优异的飞行和作战性能。	"
贝尔P-63“眼镜蛇王”单翼战斗机,"
	贝尔P-63“眼镜王蛇”飞机。虽然美国参战以来的两年内，研制了 9 种新型的单座战斗机，但只有 P-63 飞机——贝尔“飞蛇”飞机的后继机，投入了成批生产。P-63“眼镜王蛇”，主要是按租借协定为苏联制造的，在高空性能方面不如“野马”和“雷电”飞机，然而人们认为在低空作战是良好的。	"
贝尔P-59“空中彗星”战斗机,"
	P-59战斗机是美国第一种喷气式战斗机，因为这个独一无二的原因，P-59在美国航空史上留下了自己不可磨灭的一笔。尽管P-59在二战期间没有任何在战场上服役的经历，但这也丝毫无损于其重要性，因为它为美军提供了喷气式飞机使用、维护和保养的宝贵数据和经验，这些经验和数据在那些更先进的喷气式飞机开始服役时更是证明了其无价。	"
X-45无人战斗机,"
	X-45无人战斗机是DARPA和美国空军联合提出的一项先期概念演示计划，其主要任务是用来验证无人作战飞机（UCAV）的技术可行性，以更快、更高效波音公开X-45Phan Ray无人战机的应付21世纪的全球突发性事件。 X-45无人作战飞机具有低探测、维护方便、执行任务费效比高等诸多优点。	"
苏-27战斗机,"
	苏-27是前苏联苏霍伊设计局研制的单座双发全天候空中优势重型战斗机，主要任务是国土防空、护航、海上巡逻等。北约给予的绰号是""侧卫""（Flanker）。该机于1969年开始研制，1977年5月20日首飞，1979年投入批量生产，1985年进入部队服役。	"
F-16“战隼”多功能战斗机,"
	F-16战斗机（英文：F-16 fighter，编号：F-16，代号/绰号：Fighting Falcon，译文：战隼，通称：通用动力/洛克希德F-16“战隼”，又称：国际战斗机），是美国空军一型单座单发喷气式多用途空中优势战斗机，是美国第三代或第三代半战斗机，也是世界上最成功的战斗机之一。F-16战斗机针对越南战争空战经验大幅度优化视距内格斗性能，是美国第一种能够进行9G过载机动的战斗机，也是美国首先采用线传飞控、人体工程学座舱的战斗机之一。此外在设计时参考了“能量机动理论”，具备高推重比、低翼载荷等性能特征。 从F-16A/B型Block 15批次开始F-16进行多用途化改进，具备了夜战能力和发射空地导弹、反舰导弹等对面打击能力，成为多用途战斗机。F-16战斗机由通用动力公司（General Dynamics ）于20世纪70年代研制，与F-15战斗机是美国空军20世纪80年代至90年代的主力机种之一。从1976年开始批量生产，共生产近4600架，销售近30个国家和地区，其产量超过绝大多数国家空军的飞机数量总和；从1981年贝卡谷地空战至今几乎参与了历次大规模战争，其性能经受住了实战考验。	"
F-15E“打击鹰”战斗轰炸机,"
	F-15E“打击鹰”是美国麦克唐纳-道格拉斯公司在F-15“鹰”的基础上改型设计的以对地攻击为主要任务的双座超音速战斗轰炸机，兼具对地攻击和空中优势能力，称为双重任务战斗机。该机在外形上与F-15D基本相同，重新设计了发动机舱以及部分结构，使航程增加了33%，武器挂架增加了1倍，除原挂架外，在每个保形油箱边还有6个挂架，采用了具有自动地形跟踪能力3余度的数字式电传操纵 系统和先进的电子座舱显示系统。F-15E攻击鹰式战斗轰炸机（F-15EStrikeEagle）是美国空军的全天候打击战机，用于深入敌人后方对地面目标之阻绝。衍生自F-15空优战机的F-15E，在沙漠风暴行动中，它证明了它能深入打击敌高价值目标，及执行密接空中支援（closeairsupport）任务，进行空陆协同作战。	"
A3D/A-3“空中战士”舰载重型攻击／轰炸机,"
	A-3攻击机（英语：Douglas A-3 Skywarrior，道格拉斯A-3“空中战士”），是美国道格拉斯公司为美国海军研制的一种舰载攻击/轰炸机。原型机于1952年10月试飞成功，11个月后生产型下线开始服役。编号为A3D-1，次年换装推力更大的J57涡轮喷气发动机的A3D-2交付使用。美国三军统一军用航空器编号之后，改为A-3攻击机。后被美国空军采用，编号B-66“破坏者”。在美海军北极星导弹核潜艇服役前，A-3一直是美国海军核打击能力的主要力量。后来在A-3的基础上还发展了EA-3电子战飞机、RA-3侦察机、KA-3空中加油机等发展型号。各种A-3共生产了282架。目前A-3各型已全部退出现役。 A-3攻击机的服役时间长达40年，在多如繁星的美国海军舰载机中占有重要地位。作为航母上最大的作战飞机，A-3攻击机可投核弹。	"
J2M月光式战斗机,"
	“雷电”式战斗机（J2M1 ，盟军称“Jack”) ，是日本海军抛开单一舰载机形式，改为面向以陆基为主的“甲类”和“乙类”战斗机开发的重要型号之一。其中甲类的代表作是“月光”式夜间战斗机（13试陆战，J1N1 ) , 而乙类代表作，就是本文要介绍的“雷电”(14 试局战，J2M1) ，它是一种专门设计的要地防空截击机。	"
F-15鹰式战斗机,"
	F-15鹰式战斗机(F-15 Eagle)，是全天候、高机动性的战术战斗机，针对获得与维持空优而设计的它，是美国空军现役的主力战机之一，F-15是由1962年展开的F-X(Fighter-Experimental)计划发展出来，1969年由麦道(McDonnell Douglas)公司得标，1972年7月首次试飞，1974年首架量产机交付美国空军使用，直到现在。	"
FC-1“枭龙”/JF-17“雷电”多用途轻型战斗机,"
	FC-1战斗机（中国代号：枭龙，英文：Chengdu FC-1/JF-17，巴基斯坦编号：JF-17，代号：Thunder ，译文：雷电），是中国和巴基斯坦共同投资、中国航空工业集团公司所属成都飞机工业(集团)有限责任公司、成都飞机设计研究所、中国航空技术进出口公司等单位联合研制，巴基斯坦空军参与开发的全天候、单发、单座、多用途轻型战斗机
。FC-1战斗机，具有突出的中低空和高亚音速机动作战能力，较好的截击和对地攻击能力，较大的航程、留空时间和作战半径，优良的短距起降特性和较强的武器挂载能力。该机采用中等展弦比边条翼正常布局和先进的气动外形，配装大推力、低油耗的涡扇发动机以及先进的数字式电传飞控系统、综合化航空电子和武器系统，能发射中距弹、实现多目标超视距攻击的能力，具有多种先进的精确导航、战场态势感知、目标探测与识别、作战攻击以及电子战等功能
。FC-1战斗机，研发初期曾称为“超-7”，2002年5月31日完成设计，2003年8月25日首次试飞。该机采用了先进的气动外形和大推力、低油耗的涡扇发动机以及先进的数字式电传飞控系统、综合化航空电子和武器系统，具有发射中距弹、实现多目标超视距攻击的能力，具有多种先进的精确导航、战场态势感知、目标探测与识别、作战攻击以及电子战等功能
。FC-1战斗机（JF-17）是中国首次以整机技术出口方式授权境外生产的机型，已批量装备巴基斯坦空军，并多国有意购买。	"
歼-31隐形战斗机,"
	歼-31（中国编号：J-31，绰号：鹘鹰，英译：Gyrfalcon，英文：Shenyang J-31 ）战斗机，是中国航空工业集团公司沈阳飞机工业集团公司（简称：中航工业沈飞）研制的第五代单座双发隐形战斗机 。该机是针对国际市场需求研发的隐身多用途战斗机，综合作战效能优异，具有自主知识产权。该机采用单座、双发、外倾双垂尾、全动平尾的常规气动布局，两侧布置大S弯进气道，设有内置弹舱。歼-31战斗机具有高生存力：低雷达可探测性、低红外辐射特性、优异的电子对抗性能、低易损性设计；多任务能力：强大的目标探测和外部信息综合能力、优异的态势感知和信息共享能力、超视距多目标攻击和大离轴角全向攻击格斗空战能力、对地和海面目标精确打击能力、适应复杂气象条件和广地域使用能力；优异的综合保障能力；高性价比 。2012年10月31日上午10时32分，歼-31战斗机在沈阳成功首飞。中国成为世界上第二个同时试飞两种第五代战斗机原型机的国家 。歼-31将与中国隐形战斗机歼-20形成高低搭配，并拟推出隐形战斗机的出口型号，还有发展为替代歼-15的新一代隐形舰载战斗机的潜力 。2014年11月，歼-31战斗机首次亮相第十届珠海航展并进行飞行表演 。	"
VJ-101双座攻击机,"
	二战结束后，德国作为战败国被禁止发展航空器。这条禁令直到1955年才被撤销。禁令撤销后，新的德国国防部讨论了发展一种新的截击机的必要性。作为北约前沿的德国办事效率很高，于一年后的1956年，选中海因克尔和梅塞施密特公司开始研发工作。
            	"
苏-9战斗机,"
	
苏-9战斗机（北约代号：Fishpot，译文：捕鱼笼，简称：苏-9），是苏联一型单座单发全天候高空高速拦截战斗机。苏-9战斗机由苏联苏霍伊设计局于20世纪50年代研制，
是20世纪50年代末和整个60年代中间苏联国土防空军最重要的截击机之一，解决了防空军配备空对空导弹而又达到双二（即两马赫、两万米）的截击机的燃眉之急
。

	"
小翼,"
	翼梢小翼（Winglet)，类似于机翼翼面的小机翼，近似垂直于机翼翼面，由美国国家航空航天局（NASA）艾姆斯研究中心的R.T.惠特科姆(R.T.Whitcomb）于上世纪80年代发明。在飞行中，机翼下翼面的高压区气流会绕过翼梢流向上翼面，形成强烈的旋涡气流，并从机翼向后沿伸很长一段距离，它们带走了能量，增加了诱导阻力。翼梢小翼就是用来消弱这种阻力的。


	"
